role,com_name,experience,salary,location
Junior Data Scientist,ServiceNow,6-8 Yrs,Not disclosed,"Hyderabad, Ahmedabad"
Junior Data Scientist,eSoft labs,8-13 Yrs,25-40 Lacs PA,Hyderabad
Junior Data Scientist,Esoft labs,4-9 Yrs,10-20 Lacs PA,Hyderabad
Junior Data Scientist,Databuzzltd,7-10 Yrs,15-25 Lacs PA,Hyderabad
Junior Data Scientist,Pronix It Solutions,4-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,TechoMinds,6-11 Yrs,15-20 Lacs PA,Hyderabad
Junior Data Scientist,TechoMinds,6-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,SS&C Technologies,1-4 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Fusion Plus Solutions,6-9 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,LRR Technologies,8-12 Yrs,27.5-35 Lacs PA,Hyderabad
Junior Data Scientist,Leading Client,5-7 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Diverse Lynx,1-5 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Diverse Lynx,5-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Tanla Platforms,3-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Head Infotech India,2-4 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Xoom,1-3 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Fusion Plus Solutions,3-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Fusion Plus Solutions,3-5 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Sandoz,4-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Infiniti Research,4-8 Yrs,25-30 Lacs PA,Remote
Junior Data Scientist,IDESLABS,5-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,IDESLABS,5-7 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Kasmo Cloud Solutions,3-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Grid Dynamics,3-4 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Callaway Digital Technologies,3-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Sandoz,3-7 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Xcel Hires Managment Solutions Pvt Ltd,4-9 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Tech Ringers,2-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Xcel Hires Managment Solutions Pvt Ltd,3-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Torcai Digital Media,2-5 Yrs,Not disclosed,"Dehradun, Hyderabad, Gurugram"
Junior Data Scientist,Response Informatics,1-5 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,One of the largest Manufacturing conglomerate in South India,6-11 Yrs,15-30 Lacs PA,Hyderabad
Junior Data Scientist,Paypal,2-3 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Infogain,3-5 Yrs,Not disclosed,"Hybrid - Noida, Gurugram, Bengaluru"
Junior Data Scientist,One of the largest manufacturing conglomerate in South India,6-10 Yrs,15-30 Lacs PA,Hyderabad
Junior Data Scientist,Recruitrix Technologies LLP,2-4 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Diverse Lynx,2-7 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Paypal,8-12 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Gojek,1-2 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Infobahn Softworld,2-4 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Head Infotech India,4-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Tokopedia,1-2 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Halliburton,5-10 Yrs,Not disclosed,Bengaluru
Data Scientist,Wipro,2-6 Yrs,Not disclosed,Hyderabad
Data Scientist,Rudder Analytics,0 Yrs,Not disclosed,Remote
Data Scientist,Acess Meditech,0-3 Yrs,Not disclosed,Hyderabad
Data Scientist,Tiger Analytics,3-7 Yrs,7-17 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru"
Data Scientist,Rightmark Hr,4-9 Yrs,25-32.5 Lacs PA,"Hybrid - Hyderabad, Bengaluru, Mumbai (All Areas)"
Data Scientist,NeoSOFT,4-9 Yrs,15-19 Lacs PA,Bengaluru(Lingarajapuram)
Data Scientist,NeoSOFT,4-8 Yrs,8-16 Lacs PA,Bengaluru(Lingarajapuram)
Data Scientist,Naukri E-hire Campaign,5-8 Yrs,10-16 Lacs PA,"Hyderabad, Bengaluru"
Data Scientist,HCLTech,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Data Scientist,Wipro,5-9 Yrs,Not disclosed,Chennai
Data Scientist,Atyeti,3-8 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Data Scientist,Pepsico,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Gurugram, Delhi / NCR"
Data Scientist,Photon,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Nityo Infotech,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Leading Client,5-10 Yrs,Not disclosed,Hyderabad
Data Scientist,Infinity Quest,5-10 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Data Scientist,Tavant Technologies,5-8 Yrs,Not disclosed,"Hybrid - Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru"
Data Scientist,Futurism Technologies,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,"Technology, Information and Internet",6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Data Scientist,Flipkart,2-5 Yrs,Not disclosed,Bengaluru
Data Scientist,Phonepe,2-5 Yrs,Not disclosed,Bengaluru
Data Scientist,Wipro,2-6 Yrs,Not disclosed,Bengaluru
Data Scientist,Angel One,2-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,IBM,2-6 Yrs,Not disclosed,Noida
Data Scientist,ADQ Services,1-3 Yrs,Not disclosed,Hyderabad
Data Scientist,Infinity Quest,5-8 Yrs,13-23 Lacs PA,"Hyderabad, Pune, Bengaluru"
Data Scientist,IBM,3-8 Yrs,Not disclosed,Bengaluru
Data Scientist,Pepsico,5-10 Yrs,Not disclosed,Hyderabad
Data Scientist,Angel One,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Pepsico,8-12 Yrs,Not disclosed,Hyderabad
Data Scientist,Red Hat,3-5 Yrs,Not disclosed,Bengaluru
Data Scientist,Siemens,8-13 Yrs,Not disclosed,Bengaluru
Data Scientist,ADQ Services,4-7 Yrs,Not disclosed,Hyderabad
Data Scientist,Genpact,5-10 Yrs,Not disclosed,Bengaluru
Data Scientist,IBM,5-7 Yrs,Not disclosed,Bengaluru
Data Scientist,IBM,5-10 Yrs,Not disclosed,Bengaluru
Data Scientist,Barclays,1-3 Yrs,15-25 Lacs PA,Hybrid - Noida
Data Scientist,IBM,3-8 Yrs,Not disclosed,Kochi
Data Scientist,Infosys,5-10 Yrs,7-17 Lacs PA,Remote
Data Scientist,Engro Technologies,3-7 Yrs,Not disclosed,Hyderabad
Data Scientist,Ericsson,8-12 Yrs,Not disclosed,Noida
Data Scientist,Pennant Technologies,3-5 Yrs,Not disclosed,Hyderabad
Data Scientist,Carbynetech India Pvt Ltd,3-8 Yrs,Not disclosed,Hyderabad
Data Scientist,Dexian India Technologies,5-9 Yrs,Not disclosed,Hyderabad
Data Scientist,CARBYNETECH,3-8 Yrs,Not disclosed,Hyderabad
Data Scientist,Solugenix,10-15 Yrs,Not disclosed,"Indore, Hyderabad"
Data Scientist,Quantium Analytics,3-8 Yrs,Not disclosed,Hyderabad
Data Scientist,Talent Linked Consultancy,9-15 Yrs,Not disclosed,Hyderabad
Data Scientist,CARBYNETECH,5-10 Yrs,Not disclosed,Hyderabad
Data Scientist,Carbynetech India Pvt Ltd,5-10 Yrs,Not disclosed,Hyderabad
Data Scientist,Quantium Analytics,5-8 Yrs,Not disclosed,Hyderabad
Data Scientist,Virtusa,5-7 Yrs,Not disclosed,Hyderabad
Data Scientist,Infiniti Research,4-8 Yrs,25-30 Lacs PA,Remote
Data Scientist,Maverick Minds,8-12 Yrs,25-40 Lacs PA,United Arab Emirates
Data Scientist,Nuvento Systems,3-6 Yrs,Not disclosed,Hyderabad
Data Scientist,360DigiTMG,3-4 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist,Carbynetech India Pvt Ltd,3-6 Yrs,Not disclosed,Saudi Arabia
Data Scientist,Leokraft Technologies,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Nuvento Systems,6-9 Yrs,Not disclosed,Hyderabad
Data Scientist,Capgemini,3-8 Yrs,Not disclosed,Mumbai
Data Scientist,Nuvento Systems,3-8 Yrs,Not disclosed,"Mumbai, Hyderabad"
Data Scientist,Aeries Technology,3-8 Yrs,Not disclosed,"Hyderabad, Bengaluru, Mumbai (All Areas)"
Data Scientist,Nuvento Systems,9-12 Yrs,Not disclosed,Hyderabad
Data Scientist,Indusind Bank,3-6 Yrs,Not disclosed,Chennai
Data Scientist,Rarr Technologies,3-10 Yrs,Not disclosed,"Kolkata, Hyderabad, Bengaluru"
Data Scientist,Sun Life Global Solutions,11-18 Yrs,Not disclosed,Gurugram
Data Scientist,Harmony Data Integration Technologies,5-9 Yrs,Not disclosed,Mohali
Data Scientist,IBM,5-10 Yrs,Not disclosed,Kolkata
Data Scientist,Arivonix,5-10 Yrs,Not disclosed,Remote
Data Scientist,Zensar,6-11 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru"
Data Scientist,Meesho,1-2 Yrs,Not disclosed,Bengaluru
Data Scientist,IBM,1-4 Yrs,Not disclosed,Bengaluru
Data Scientist,Muthoot Microfin,8-12 Yrs,22.5-30 Lacs PA,"Kochi/Cochin(MG Road), Ernakulam"
Data Scientist,Oracle,8-13 Yrs,30-45 Lacs PA,Hybrid - Bengaluru
Data Scientist,McKinsey Company,2-4 Yrs,Not disclosed,"Gurugram, Bengaluru"
Data Scientist,Ssms Infotech,2-7 Yrs,Not disclosed,Bengaluru
Data Scientist,Codvo,2-5 Yrs,Not disclosed,"Mumbai, Delhi / NCR, Bengaluru"
Data Scientist,IBM,3-6 Yrs,Not disclosed,Bengaluru
Data Scientist,IBM,3-7 Yrs,Not disclosed,Bengaluru
Data Scientist,Profex Tech,9-14 Yrs,16-22.5 Lacs PA,Hybrid - Bengaluru
Data Scientist,Winning Edge,8-11 Yrs,Not disclosed,Bengaluru
Data Scientist,Capgemini,4-8 Yrs,Not disclosed,Bengaluru
Data Scientist,Virtusa,6-11 Yrs,Not disclosed,Bengaluru
Data Scientist,Infogain,4-9 Yrs,Not disclosed,"Hybrid - Pune, Delhi / NCR, Mumbai (All Areas)"
Data Scientist,India's Leading Retail Chain of Pharmacy,5-10 Yrs,25-35 Lacs PA,Hyderabad
Data Scientist,Kone,7-12 Yrs,30-35 Lacs PA,Pune
Data Scientist,Hyundai Motor,1-6 Yrs,"50,000 PA",Gurugram
Data Scientist,Engro Technologies,3-7 Yrs,12-22 Lacs PA,Hyderabad
Data Scientist,Sadbhav Futuretech / Please don't Mention client name.,3-8 Yrs,Not disclosed,Bengaluru
Data Scientist,Dexian India Technologies,5-8 Yrs,18-25 Lacs PA,Hyderabad
Data Scientist,SG Analytics,5-8 Yrs,20-35 Lacs PA,"Pune, Gurugram, Bengaluru"
Data Scientist,IBM,3-7 Yrs,Not disclosed,Pune
Data Scientist,Paypal,4-9 Yrs,Not disclosed,Bengaluru
Data Scientist,Optimum Solutions,4-9 Yrs,10-20 Lacs PA,"Hybrid - Chennai, Bengaluru"
Data Scientist,Ericsson,8-13 Yrs,Not disclosed,Noida
Data Scientist,Leading Client,4-7 Yrs,Not disclosed,Bengaluru
Data Scientist,Naukri E-hire Campaign,5-7 Yrs,Not disclosed,Bengaluru
Data Scientist,Globant,4-9 Yrs,Not disclosed,"Pune, Bengaluru"
Data Scientist,MNC Group,6-11 Yrs,Not disclosed,"New Delhi, Gurugram, Delhi / NCR"
Data Scientist,Intersources Inc,8-12 Yrs,30-40 Lacs PA,Remote
Data Scientist,Teceze Consultancy Services,8-10 Yrs,10-16 Lacs PA,Navi Mumbai
Data Scientist,Photon,3-5 Yrs,Not disclosed,Pune
Data Scientist,Tanisha Systems,8-10 Yrs,20-30 Lacs PA,"Goregaon, Mumbai (All Areas)"
Data Scientist,Hum Enterprise,4-7 Yrs,Not disclosed,"Hyderabad, Gurugram, Bengaluru"
Data Scientist,Cradlepoint,8-12 Yrs,Not disclosed,Noida
Data Scientist,Cradlepoint,8-13 Yrs,Not disclosed,Bengaluru
Data Scientist,MS Guide World,8-13 Yrs,Not disclosed,Noida
Data Scientist,Virtusa,8-13 Yrs,Not disclosed,Chennai
Data Scientist,Hbic Solutions,0-2 Yrs,Not disclosed,Hyderabad
Data Scientist,Thoucentric,2-4 Yrs,Not disclosed,Hybrid - Bengaluru
Data Scientist,HealthSpring,4-8 Yrs,6-7 Lacs PA,Mumbai
Data Scientist,Thoucentric,3-5 Yrs,Not disclosed,Hybrid - Bengaluru
Data Scientist,Ecolab Digital Center (EDC),3-5 Yrs,Not disclosed,Bengaluru
Data Scientist,Nuvento Systems,6-9 Yrs,Not disclosed,Gachibowli
Data Scientist,Nuvento Systems,6-9 Yrs,Not disclosed,Hitech city
Data Scientist,Nuvento Systems,9-12 Yrs,Not disclosed,Hitech city
Data Scientist,Nuvento Systems,9-12 Yrs,Not disclosed,Gachibowli
Data Scientist,Equifax Credit Information Services Private Limited,8-13 Yrs,Not disclosed,Bengaluru
Data Scientist,Xoom,4-7 Yrs,Not disclosed,"Chennai, Bengaluru"
Data Scientist,Indium Software,5-10 Yrs,Not disclosed,Bengaluru
Data Scientist,Client of Rapid Talent Solutions,5-10 Yrs,20-35 Lacs PA,Hybrid - Bengaluru(Whitefield)
Data Scientist,Nuvento Systems,3-6 Yrs,Not disclosed,HITEC City
Data Scientist,Nuvento Systems,3-6 Yrs,Not disclosed,Gachibowli
Data Scientist,Nuvento Systems,3-6 Yrs,Not disclosed,Navi Mumbai
Data Scientist,Nuvento Systems,3-6 Yrs,Not disclosed,Mumbai
Data Scientist,Nuvento Systems,3-6 Yrs,Not disclosed,Mumbai Suburban
Data Scientist,Leading Client,2-5 Yrs,Not disclosed,Karnataka
Data Scientist,Wipro,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Data Scientist,Nuvento Systems,6-9 Yrs,Not disclosed,Navi Mumbai
Data Scientist,Nuvento Systems,6-9 Yrs,Not disclosed,Mumbai Suburban
Data Scientist,Nuvento Systems,6-9 Yrs,Not disclosed,Mumbai
Data Scientist,Leading Client,4-8 Yrs,Not disclosed,New Delhi
Data Scientist,Nuvento Systems,9-12 Yrs,Not disclosed,Navi Mumbai
Data Scientist,Nuvento Systems,9-12 Yrs,Not disclosed,Mumbai Suburban
Data Scientist,Nuvento Systems,9-12 Yrs,Not disclosed,Mumbai
Data Scientist,Tech Mahindra,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Data Scientist,Leading Client,6-9 Yrs,Not disclosed,Remote
Data Scientist,A product based Telecom Domain IT Company.,5-10 Yrs,Not disclosed,"Noida, Kolkata, Bengaluru"
Data Scientist,Leading Client,5-8 Yrs,Not disclosed,Karnataka
Data Scientist,Myntra,0-5 Yrs,Not disclosed,Bengaluru
Data Scientist,Turing,0-5 Yrs,Not disclosed,Remote
Data Scientist,Collective S,1-3 Yrs,4.5-6.5 Lacs PA,Hyderabad
Data Scientist,Accolite Software India Pvt Ltd,3-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist,Cyient,8-13 Yrs,30-45 Lacs PA,Hyderabad
Data Scientist,Risebird,5-10 Yrs,8-18 Lacs PA,Remote
Data Scientist,Valuenable,5-8 Yrs,10-18 Lacs PA,Mumbai (All Areas)
Data Scientist,Evnek,3-5 Yrs,Not disclosed,Pune
Data Scientist,Evnek,3-7 Yrs,Not disclosed,Pune
Data Scientist,Genpact,6-11 Yrs,Not disclosed,"Hyderabad, Gurugram, Bengaluru"
Data Scientist,Genpact,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Gurugram, Bengaluru"
Data Scientist,Cradlepoint,8-13 Yrs,Not disclosed,Noida
Data Scientist,Info Edge,0-3 Yrs,Not disclosed,Noida
Data Scientist,Leading well-diversified NBFC company in India,1-6 Yrs,7-16 Lacs PA,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)(Goregaon)"
Data Scientist,Numerator,6-8 Yrs,7-9.5 Lacs PA,Hybrid - Mumbai
Data Scientist,HERITAGE FOODS LIMITED,3-7 Yrs,Not disclosed,Hyderabad
Data Scientist,Cdp India,3-6 Yrs,3-6 Lacs PA,Mumbai (All Areas)(Lower Parel)
Data Scientist,Rarr Technologies,12-18 Yrs,Not disclosed,Gurugram
Data Scientist,Revolo Infotech,4-6 Yrs,Not disclosed,"Mumbai, Hyderabad"
Data Scientist,Aurum Data Solutions,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Data Scientist,Tiger Analytics,2-6 Yrs,7-17 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru"
Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Gurugram
Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Noida
Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Delhi / NCR
Data Scientist,Fractal Analytics,2-7 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Gurugram, Bengaluru"
Data Scientist,JPMorgan Chase Bank,3-9 Yrs,Not disclosed,Bengaluru
Data Scientist,SAP,3-7 Yrs,Not disclosed,Bengaluru
Data Scientist,Tiger Analytics,2-7 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Data Scientist,Nielsen Sports,2-3 Yrs,Not disclosed,Bengaluru
Data Scientist,Hitachi,7-9 Yrs,Not disclosed,Hyderabad
Data Scientist,SAP,8-10 Yrs,Not disclosed,Bengaluru
Data Scientist,Tiger Analytics,4-6 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Data Scientist,Tiger Analytics,4-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Data Scientist,Praval Infotech,8-13 Yrs,Not disclosed,Hyderabad
Data Scientist,JPMorgan Chase Bank,2-7 Yrs,Not disclosed,Bengaluru
Data Scientist,Sweden Based MNC,6-10 Yrs,20-30 Lacs PA,Hyderabad(HITEC City)
Data Scientist,USHEMA MANSYSTEM,3-8 Yrs,3-8 Lacs PA,"Ahmedabad, Bengaluru, Delhi / NCR"
Data Scientist,Siemens,3-5 Yrs,Not disclosed,Panaji
Data Scientist,Eleven Labs,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Cotiviti,2-7 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Coimbatore"
Data Scientist,Aeries Technology,2-7 Yrs,Not disclosed,"Mumbai, Hyderabad, Bengaluru"
Data Scientist,Eze Software Group,2-6 Yrs,Not disclosed,Hyderabad
Data Scientist,Forecastera India,3-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist,Epergne Solutions,3-7 Yrs,Not disclosed,Hyderabad
Data Scientist,Paypal,4-8 Yrs,Not disclosed,Hyderabad
Data Scientist,Globant,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Data Scientist,Rezultize,3-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Atlassian,7-12 Yrs,Not disclosed,Bengaluru
Data Scientist,Rarr Technologies,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Spotflock Technologies,5-10 Yrs,Not disclosed,"New Delhi, Hyderabad"
Data Scientist,Aeries Technology,6-11 Yrs,Not disclosed,"Hyderabad, Bengaluru, Mumbai (All Areas)"
Data Scientist,Brillio,9-14 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru"
Data Scientist,Blume Ventures,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Heaps Health Solutions India,1-4 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist,Kashsam Data Solutions,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Pratibha Analytics,2-7 Yrs,Not disclosed,Hyderabad
Data Scientist,Heaps Health Solutions India,2-3 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist,Valuelabs,10-15 Yrs,14-24 Lacs PA,"Hybrid - Indore, Hyderabad"
Data Scientist,Digital Glyde,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Comscore,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Intersoft Kk,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Response Informatics,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Preceptors IT and Business Solutions,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,LLP S3bglobal Technologies,6-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Roblox,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Cynosure Corporate Solutions,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Covalense Global,3-8 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist,Systechcorp Inc,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Rapid Canvas,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,CODERS BRAIN,4-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Motivity Labs,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Response Informatics,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Anurag Electronic Gujarat,0-2 Yrs,12-15 Lacs PA,Mumbai
Data Scientist,Bank Of America,2-8 Yrs,Not disclosed,"Hyderabad, Chennai, Gurugram"
Data Scientist,NOVARTIS,2-8 Yrs,Not disclosed,Hyderabad
Data Scientist,Pivotchain,Not Provided,Unpaid,Pune
Data Scientist,DWS Investment,0-1 Yrs,Not disclosed,Mumbai
Data Scientist,NOVARTIS,3-8 Yrs,Not disclosed,Hyderabad
Data Scientist,Rapid Canvas,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Fort Technologies,1-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,MX Technologies,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Innominds Software,2-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist,Open Insights,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Patanjali Research Foundation,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Cognistx,2-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist,Bizviz Technologies,3-8 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist,The It Mind Services,4-12 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad, New Delhi, Pune, Chennai, Bengaluru"
Data Scientist,Capgemini,3-8 Yrs,Not disclosed,Bengaluru
Data Scientist,Deloitte,4-8 Yrs,Not disclosed,Bengaluru
Data Scientist,Indusind Bank,6-10 Yrs,Not disclosed,Gurugram
Data Scientist,Capgemini,6-9 Yrs,Not disclosed,Bengaluru
Data Scientist,Wipro,5-7 Yrs,Not disclosed,Bengaluru
Data Scientist,Capgemini,9-12 Yrs,Not disclosed,Bengaluru
Data Scientist,Leading Client,6-9 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune"
Data Scientist,Sun Life Global Solutions,5-10 Yrs,Not disclosed,"Hybrid - Gurugram, Bengaluru"
Data Scientist,Expedia,5-9 Yrs,Not disclosed,Bengaluru
Data Scientist,Leading Client,5-7 Yrs,Not disclosed,Hyderabad
Data Scientist,IT Services,6-8 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist,Client - Saaki,7-12 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Data Scientist,IT Industry,8-12 Yrs,Not disclosed,"Bhubaneswar, Hyderabad, Bengaluru"
Data Scientist,Juniper Networks,4-8 Yrs,Not disclosed,Bengaluru
Data Scientist,USHEMA MANSYSTEM,3-8 Yrs,5-12 Lacs PA,"Pune, Delhi / NCR, Mumbai (All Areas)"
Data Scientist,Oracle,2-11 Yrs,Not disclosed,Bengaluru
